SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
363,2020-01-29,Jilin,Mainland China,2020/1/29 19:30,9,0,0,,
364,2020-01-29,Taiwan,Taiwan,2020/1/29 19:30,8,0,0,,
365,2020-01-29,Macau,Macau,2020/1/29 19:30,7,0,0,,
366,2020-01-29,Qinghai,Mainland China,2020/1/29 19:30,6,0,0,,
367,2020-01-29,Washington,US,2020/1/29 19:30,1,0,0,,
368,2020-01-29,Illinois,US,2020/1/29 19:30,1,0,0,,
369,2020-01-29,California,US,2020/1/29 19:30,2,0,0,,
370,2020-01-29,Arizona,US,2020/1/29 19:30,1,0,0,,
371,2020-01-29,,Japan,2020/1/29 19:30,7,0,1,,
372,2020-01-29,,Thailand,2020/1/29 19:30,14,0,6,,
373,2020-01-29,,South Korea,2020/1/29 19:30,4,0,0,,
374,2020-01-29,,Singapore,2020/1/29 19:30,7,0,0,,
375,2020-01-29,,Vietnam,2020/1/29 19:30,2,0,0,,
376,2020-01-29,,France,2020/1/29 19:30,5,0,0,,
377,2020-01-29,,Nepal,2020/1/29 19:30,1,0,0,,
378,2020-01-29,,Malaysia,2020/1/29 19:30,7,0,0,,
379,2020-01-29,Ontario,Canada,2020/1/29 19:30,1,0,0,,
380,2020-01-29,British Columbia,Canada,2020/1/29 19:30,1,0,0,,
381,2020-01-29,,Cambodia,2020/1/29 19:30,1,0,0,,
382,2020-01-29,,Sri Lanka,2020/1/29 19:30,1,0,0,,
383,2020-01-29,New South Wales,Australia,2020/1/29 19:30,4,0,0,,
384,2020-01-29,Victoria,Australia,2020/1/29 19:30,1,0,0,,
385,2020-01-29,Bavaria,Germany,2020/1/29 19:30,4,0,0,,
386,2020-01-29,,Finland,2020/1/29 19:30,1,0,0,,
387,2020-01-29,,United Arab Emirates,2020/1/29 19:30,4,0,0,,
388,2020-01-29,Unknown,China,2020/1/29 19:30,0,0,0,,
389,2020-01-29,,Kiribati,2020/1/29 19:30,0,0,0,,
390,2020-01-30,Hubei,Mainland China,2020/1/30 16:00,4903,162,90,,
391,2020-01-30,Zhejiang,Mainland China,2020/1/30 16:00,428,0,4,,
392,2020-01-30,Guangdong,Mainland China,2020/1/30 16:00,354,0,10,,
393,2020-01-30,Henan,Mainland China,2020/1/30 16:00,278,2,2,,
394,2020-01-30,Hunan,Mainland China,2020/1/30 16:00,277,0,2,,
395,2020-01-30,Anhui,Mainland China,2020/1/30 16:00,200,0,2,,
396,2020-01-30,Chongqing,Mainland China,2020/1/30 16:00,182,0,1,,
397,2020-01-30,Jiangxi,Mainland China,2020/1/30 16:00,162,0,5,,
398,2020-01-30,Shandong,Mainland China,2020/1/30 16:00,158,0,1,,
399,2020-01-30,Sichuan,Mainland China,2020/1/30 16:00,142,1,1,,
400,2020-01-30,Jiangsu,Mainland China,2020/1/30 16:00,129,0,1,,
401,2020-01-30,Beijing,Mainland China,2020/1/30 16:00,114,1,4,,
402,2020-01-30,Shanghai,Mainland China,2020/1/30 16:00,112,1,5,,
403,2020-01-30,Fujian,Mainland China,2020/1/30 16:00,101,0,0,,
404,2020-01-30,Guangxi,Mainland China,2020/1/30 16:00,78,0,2,,
405,2020-01-30,Yunnan,Mainland China,2020/1/30 16:00,70,0,0,,
406,2020-01-30,Hebei,Mainland China,2020/1/30 16:00,65,1,0,,
407,2020-01-30,Shaanxi,Mainland China,2020/1/30 16:00,63,0,0,,
408,2020-01-30,Hainan,Mainland China,2020/1/30 16:00,46,1,1,,
409,2020-01-30,Heilongjiang,Mainland China,2020/1/30 16:00,44,2,0,,
410,2020-01-30,Liaoning,Mainland China,2020/1/30 16:00,41,0,1,,
411,2020-01-30,Shanxi,Mainland China,2020/1/30 16:00,35,0,1,,
412,2020-01-30,Tianjin,Mainland China,2020/1/30 16:00,31,0,0,,
413,2020-01-30,Gansu,Mainland China,2020/1/30 16:00,26,0,0,,
414,2020-01-30,Inner Mongolia,Mainland China,2020/1/30 16:00,19,0,0,,
415,2020-01-30,Ningxia,Mainland China,2020/1/30 16:00,17,0,0,,
416,2020-01-30,Jilin,Mainland China,2020/1/30 16:00,14,0,1,,
417,2020-01-30,Xinjiang,Mainland China,2020/1/30 16:00,14,0,0,,
418,2020-01-30,Guizhou,Mainland China,2020/1/30 16:00,12,0,1,,
419,2020-01-30,Hong Kong,Hong Kong,2020/1/30 16:00,10,0,0,,
420,2020-01-30,Taiwan,Taiwan,2020/1/30 16:00,9,0,0,,
421,2020-01-30,Qinghai,Mainland China,2020/1/30 16:00,8,0,0,,
422,2020-01-30,Macau,Macau,2020/1/30 16:00,7,0,0,,
423,2020-01-30,Tibet,Mainland China,2020/1/30 16:00,1,0,0,,
424,2020-01-30,Washington,US,2020/1/30 16:00,1,0,0,,
425,2020-01-30,Illinois,US,2020/1/30 16:00,1,0,0,,
426,2020-01-30,California,US,2020/1/30 16:00,2,0,0,,
427,2020-01-30,Arizona,US,2020/1/30 16:00,1,0,0,,
428,2020-01-30,,Japan,2020/1/30 16:00,11,0,1,,
429,2020-01-30,,Thailand,2020/1/30 16:00,14,0,7,,
430,2020-01-30,,South Korea,2020/1/30 16:00,4,0,0,,
431,2020-01-30,,Singapore,2020/1/30 16:00,10,0,0,,
432,2020-01-30,,Vietnam,2020/1/30 16:00,2,0,0,,
433,2020-01-30,,France,2020/1/30 16:00,5,0,0,,
434,2020-01-30,,Nepal,2020/1/30 16:00,1,0,0,,
435,2020-01-30,,Malaysia,2020/1/30 16:00,8,0,0,,
436,2020-01-30,Ontario,Canada,2020/1/30 16:00,2,0,0,,
437,2020-01-30,British Columbia,Canada,2020/1/30 16:00,1,0,0,,
438,2020-01-30,,Cambodia,2020/1/30 16:00,1,0,0,,
439,2020-01-30,,Sri Lanka,2020/1/30 16:00,1,0,0,,
440,2020-01-30,New South Wales,Australia,2020/1/30 16:00,4,0,2,,
441,2020-01-30,Victoria,Australia,2020/1/30 16:00,2,0,0,,
442,2020-01-30,Queensland,Australia,2020/1/30 16:00,3,0,0,,
443,2020-01-30,Bavaria,Germany,2020/1/30 16:00,4,0,0,,
444,2020-01-30,,Finland,2020/1/30 16:00,1,0,0,,
445,2020-01-30,,United Arab Emirates,2020/1/30 16:00,4,0,0,,
446,2020-01-30,,Philippines,2020/1/30 16:00,1,0,0,,
447,2020-01-30,,India,2020/1/30 16:00,1,0,0,,
448,2020-01-30,Unknown,China,2020/1/30 16:00,0,0,0,,
449,2020-01-30,,Kiribati,2020/1/30 16:00,0,0,0,,
450,2020-01-31,Hubei,Mainland China,2020/1/31 23:59,5806,204,141,,
451,2020-01-31,Zhejiang,Mainland China,2020/1/31 23:59,538,0,14,,
452,2020-01-31,Guangdong,Mainland China,2020/1/31 23:59,436,0,11,,
453,2020-01-31,Henan,Mainland China,2020/1/31 23:59,352,2,3,,
454,2020-01-31,Hunan,Mainland China,2020/1/31 23:59,332,0,2,,
455,2020-01-31,Jiangxi,Mainland China,2020/1/31 23:59,240,0,7,,
456,2020-01-31,Anhui,Mainland China,2020/1/31 23:59,237,0,3,,
457,2020-01-31,Chongqing,Mainland China,2020/1/31 23:59,211,0,1,,
458,2020-01-31,Shandong,Mainland China,2020/1/31 23:59,184,0,2,,
459,2020-01-31,Sichuan,Mainland China,2020/1/31 23:59,177,1,1,,
460,2020-01-31,Jiangsu,Mainland China,2020/1/31 23:59,168,0,5,,
461,2020-01-31,Beijing,Mainland China,2020/1/31 23:59,139,1,5,,
462,2020-01-31,Shanghai,Mainland China,2020/1/31 23:59,135,1,9,,
463,2020-01-31,Fujian,Mainland China,2020/1/31 23:59,120,0,0,,
464,2020-01-31,Guangxi,Mainland China,2020/1/31 23:59,87,0,2,,
465,2020-01-31,Shaanxi,Mainland China,2020/1/31 23:59,87,0,0,,
466,2020-01-31,Yunnan,Mainland China,2020/1/31 23:59,83,0,1,,
467,2020-01-31,Hebei,Mainland China,2020/1/31 23:59,82,1,0,,
468,2020-01-31,Heilongjiang,Mainland China,2020/1/31 23:59,59,2,0,,
469,2020-01-31,Hainan,Mainland China,2020/1/31 23:59,52,1,1,,
470,2020-01-31,Liaoning,Mainland China,2020/1/31 23:59,48,0,1,,
471,2020-01-31,Shanxi,Mainland China,2020/1/31 23:59,39,0,1,,
472,2020-01-31,Tianjin,Mainland China,2020/1/31 23:59,32,0,0,,
473,2020-01-31,Guizhou,Mainland China,2020/1/31 23:59,29,0,2,,
474,2020-01-31,Gansu,Mainland China,2020/1/31 23:59,29,0,0,,
475,2020-01-31,Ningxia,Mainland China,2020/1/31 23:59,21,0,0,,
476,2020-01-31,Inner Mongolia,Mainland China,2020/1/31 23:59,20,0,1,,
477,2020-01-31,Xinjiang,Mainland China,2020/1/31 23:59,17,0,0,,
478,2020-01-31,Jilin,Mainland China,2020/1/31 23:59,14,0,1,,
479,2020-01-31,Hong Kong,Hong Kong,2020/1/31 23:59,12,0,0,,
480,2020-01-31,Taiwan,Taiwan,2020/1/31 23:59,10,0,0,,
481,2020-01-31,Qinghai,Mainland China,2020/1/31 23:59,8,0,0,,
482,2020-01-31,Macau,Macau,2020/1/31 23:59,7,0,0,,
483,2020-01-31,Tibet,Mainland China,2020/1/31 23:59,1,0,0,,
484,2020-01-31,,Thailand,2020/1/31 23:59,19,0,8,,
485,2020-01-31,,Japan,2020/1/31 23:59,15,0,1,,
486,2020-01-31,,Singapore,2020/1/31 23:59,13,0,0,,
487,2020-01-31,,South Korea,2020/1/31 23:59,11,0,0,,
488,2020-01-31,,Malaysia,2020/1/31 23:59,8,0,0,,
489,2020-01-31,,France,2020/1/31 23:59,5,0,0,,
490,2020-01-31,Bavaria,Germany,2020/1/31 23:59,5,0,0,,
491,2020-01-31,New South Wales,Australia,2020/1/31 23:59,4,0,2,,
492,2020-01-31,,United Arab Emirates,2020/1/31 23:59,4,0,0,,
493,2020-01-31,Victoria,Australia,2020/1/31 23:59,3,0,0,,
494,2020-01-31,Illinois,US,2020/1/31 23:59,2,0,0,,
495,2020-01-31,California,US,2020/1/31 23:59,2,0,0,,
496,2020-01-31,,Vietnam,2020/1/31 23:59,2,0,0,,
497,2020-01-31,Ontario,Canada,2020/1/31 23:59,2,0,0,,
498,2020-01-31,Queensland,Australia,2020/1/31 23:59,2,0,0,,
499,2020-01-31,,Italy,2020/1/31 23:59,2,0,0,,
500,2020-01-31,,UK,2020/1/31 23:59,2,0,0,,
501,2020-01-31,,Russia,2020/1/31 23:59,2,0,0,,
502,2020-01-31,Washington,US,2020/1/31 23:59,1,0,0,,
503,2020-01-31,Arizona,US,2020/1/31 23:59,1,0,0,,
504,2020-01-31,,Nepal,2020/1/31 23:59,1,0,0,,
505,2020-01-31,British Columbia,Canada,2020/1/31 23:59,1,0,0,,
506,2020-01-31,,Cambodia,2020/1/31 23:59,1,0,0,,
507,2020-01-31,,Sri Lanka,2020/1/31 23:59,1,0,0,,
508,2020-01-31,,Finland,2020/1/31 23:59,1,0,0,,
509,2020-01-31,,Philippines,2020/1/31 23:59,1,0,0,,
510,2020-01-31,,India,2020/1/31 23:59,1,0,0,,
511,2020-01-31,,Sweden,2020/1/31 23:59,1,0,0,,
512,2020-01-31,Unknown,China,2020/1/31 23:59,0,0,0,,
513,2020-01-31,,Kiribati,2020/1/31 23:59,0,0,0,,
